Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
esokolov ml-course-hse,Машинное обучение на ФКН ВШЭ,"['Jupyter Notebook', 'TeX', 'Other']",1206,3513,1067,25,48,0,https://github.com/esokolov/ml-course-hse
Avik-Jain 100-Days-of-ML-Code-Chinese-Version,Chinese Translation for Machine Learning Infographics,['Python'],948,3513,23,0,2,0,https://github.com/Avik-Jain/100-Days-of-ML-Code-Chinese-Version
microsoft hummingbird,Hummingbird compiles trained ML models into tensor computation for faster inference.,"['Python', 'Jupyter Notebook', 'Other']",286,3506,481,10,38,25,https://github.com/microsoft/hummingbird
ashishpatel26 Andrew-NG-Notes,This is Andrew NG Coursera Handwritten Notes.,['Jupyter Notebook'],1204,3483,38,3,4,0,https://github.com/ashishpatel26/Andrew-NG-Notes
mcmonkeyprojects SwarmUI,"SwarmUI (formerly StableSwarmUI), A Modular Stable Diffusion Web-User-Interface, with an emphasis on making powertools easily accessible, high performance, and extensibility.","['C#', 'JavaScript', 'HTML', 'Python', 'CSS', 'Shell', 'Other']",334,3425,4227,0,68,9,https://github.com/mcmonkeyprojects/SwarmUI
dair-ai ML-Notebooks,🔥 Machine Learning Notebooks,"['Jupyter Notebook', 'Other']",533,3417,119,1,4,0,https://github.com/dair-ai/ML-Notebooks
ben1234560 AiLearning-Theory-Applying,快速上手AI理论及应用实战：基础知识、Transformer、NLP、ML、DL、竞赛。含大量注释及数据集，力求每一位能看懂并复现。,"['Jupyter Notebook', 'Python']",470,3400,693,0,2,0,https://github.com/ben1234560/AiLearning-Theory-Applying
girafe-ai ml-course,Open Machine Learning course,"['Jupyter Notebook', 'Python']",1293,3385,70,19,6,5,https://github.com/girafe-ai/ml-course
Lagrange-Labs deep-prove,Framework to prove inference of ML models blazingly fast,"['Rust', 'Python', 'Other']",75,3360,950,5,37,0,https://github.com/Lagrange-Labs/deep-prove
Sakura-gh ML-notes,notes about machine learning,"['HTML', 'Jupyter Notebook', 'Python']",902,3309,116,1,0,0,https://github.com/Sakura-gh/ML-notes
helblazer811 ManimML,ManimML is a project focused on providing animations and visualizations of common machine learning concepts with the Manim Community Library.,"['Python', 'Makefile']",198,3265,119,2,4,2,https://github.com/helblazer811/ManimML
GokuMohandas mlops-course,"Learn how to design, develop, deploy and iterate on production-grade ML applications.","['Jupyter Notebook', 'Python', 'Other']",576,3233,1,1,0,0,https://github.com/GokuMohandas/mlops-course
mljar mljar-supervised,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and Automatic Documentation",['Python'],429,3219,1239,4,26,66,https://github.com/mljar/mljar-supervised
xenova whisper-web,ML-powered speech recognition directly in your browser,"['TypeScript', 'JavaScript', 'Other']",410,3172,75,11,3,0,https://github.com/xenova/whisper-web
patrickloeber ml-study-plan,The Ultimate FREE Machine Learning Study Plan,[],436,3134,23,4,5,0,https://github.com/patrickloeber/ml-study-plan
bfortuner ml-glossary,Machine learning glossary,"['Python', 'Jupyter Notebook']",734,3103,161,7,69,0,https://github.com/bfortuner/ml-glossary
aksnzhy xlearn,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface.","['C++', 'Shell', 'Python', 'Makefile', 'CMake', 'C', 'Other']",517,3099,1342,11,25,15,https://github.com/aksnzhy/xlearn
Tencent tencent-ml-images,Largest multi-label image database; ResNet-101 model; 80.73% top-1 acc on ImageNet,"['Python', 'Shell']",513,3079,156,4,4,0,https://github.com/Tencent/tencent-ml-images
luspr awesome-ml-courses,Awesome free machine learning and AI courses with video lectures.,[],313,3038,24,0,6,0,https://github.com/luspr/awesome-ml-courses
Blaizzy mlx-audio,"A text-to-speech (TTS), speech-to-text (STT) and speech-to-speech (STS) library built on Apple's MLX framework, providing efficient speech analysis on Apple Silicon.","['Python', 'Swift', 'TypeScript', 'C', 'Other']",241,3002,205,8,27,12,https://github.com/Blaizzy/mlx-audio
ml-explore mlx-lm,Run LLMs with MLX,['Python'],317,2995,650,36,68,16,https://github.com/ml-explore/mlx-lm
libffcv ffcv,FFCV: Fast Forward Computer Vision (and other ML workloads!),"['Python', 'C++', 'Other']",180,2986,944,12,28,3,https://github.com/libffcv/ffcv
BayesWitnesses m2cgen,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart, Haskell, Ruby, F#, Rust) with zero dependencies","['Python', 'Elixir', 'PowerShell', 'Dart', 'Rust', 'Java', 'Other']",254,2937,376,20,14,13,https://github.com/BayesWitnesses/m2cgen
googlesamples android-vision,Deprecated: The Mobile Vision API is now a part of ML Kit: Check out this repo:,['Java'],1705,2922,77,15,13,0,https://github.com/googlesamples/android-vision
awesome-mlss awesome-mlss,🤖 Machine Learning Summer School Guide,"['HTML', 'JavaScript', 'Python', 'CSS', 'Ruby']",321,2917,669,1,89,0,https://github.com/awesome-mlss/awesome-mlss
ashishps1 learn-ai-engineering,Learn AI and LLMs from scratch using free resources,[],733,2888,31,2,5,0,https://github.com/ashishps1/learn-ai-engineering
eugeneyan ml-surveys,"📋 Survey papers summarizing advances in deep learning, NLP, CV, graphs, reinforcement learning, recommendations, graphs, etc.",[],290,2870,44,1,8,0,https://github.com/eugeneyan/ml-surveys
hosseinmoein DataFrame,"C++ DataFrame for statistical, financial, and ML analysis in modern C++","['C++', 'Other']",350,2866,2364,1,21,34,https://github.com/hosseinmoein/DataFrame
mercari ml-system-design-pattern,System design patterns for machine learning,[],339,2842,130,0,7,0,https://github.com/mercari/ml-system-design-pattern
kzbkzb Python-AI,深度学习100例、深度学习DL、图片分类、目标识别、目标检测、自然语言处理nlp、文本分类、TensorFlow、PyTorch,['Jupyter Notebook'],453,2808,132,0,0,0,https://github.com/kzbkzb/Python-AI
tirthajyoti Papers-Literature-ML-DL-RL-AI,"Highly cited and useful papers related to machine learning, deep learning, AI, game theory, reinforcement learning",[],783,2756,310,1,3,0,https://github.com/tirthajyoti/Papers-Literature-ML-DL-RL-AI
huggingface swift-coreml-diffusers,Swift app demonstrating Core ML Stable Diffusion,['Swift'],238,2720,67,5,7,0,https://github.com/huggingface/swift-coreml-diffusers
mljs ml,Machine learning tools in JavaScript,['JavaScript'],213,2701,357,0,14,68,https://github.com/mljs/ml
apple ml-ane-transformers,Reference implementation of the Transformer architecture optimized for Apple Neural Engine (ANE),"['Python', 'Makefile']",91,2668,5,3,0,3,https://github.com/apple/ml-ane-transformers
tensorflow tflite-micro,Infrastructure to enable deployment of ML models to low-power resource-constrained embedded targets (including microcontrollers and digital signal processors).,"['C++', 'Python', 'Starlark', 'C', 'Shell', 'Makefile', 'Other']",968,2646,1742,18,109,0,https://github.com/tensorflow/tflite-micro
spotify scio,A Scala API for Apache Beam and Google Cloud Dataflow.,"['Scala', 'Java', 'Python', 'CSS', 'Shell', 'C++']",526,2613,5619,19,158,153,https://github.com/spotify/scio
BBuf tvm_mlir_learn,compiler learning resources collect.,"['Python', 'C', 'Assembly', 'C++', 'Jupyter Notebook', 'Makefile', 'Shell']",360,2604,166,0,2,0,https://github.com/BBuf/tvm_mlir_learn
FurkanGozukara Stable-Diffusion,"FLUX, Stable Diffusion, SDXL, SD3, LoRA, Fine Tuning, DreamBooth, Training, Automatic1111, Forge WebUI, SwarmUI, DeepFake, TTS, Animation, Text To Video, Tutorials, Guides, Lectures, Courses, ComfyUI, Google Colab, RunPod, Kaggle, NoteBooks, ControlNet, TTS, Voice Cloning, AI, AI News, ML, ML News, News, Tech, Tech News, Kohya, Midjourney, RunPod","['JavaScript', 'Jupyter Notebook', 'Python', 'Shell']",357,2601,2288,2,2,0,https://github.com/FurkanGozukara/Stable-Diffusion
underlines awesome-ml,Curated list of useful LLM / Analytics / Datascience resources,[],219,2560,663,8,16,0,https://github.com/underlines/awesome-ml
apachecn fe4ml-zh,📖 [译] 面向机器学习的特征工程,"['JavaScript', 'CSS', 'HTML', 'Other']",676,2551,133,0,12,0,https://github.com/apachecn/fe4ml-zh
microsoft DirectML,"⚠️DirectML is in maintenance mode ⚠️ DirectML is a high-performance, hardware-accelerated DirectX 12 library for machine learning. DirectML provides GPU acceleration for common machine learning tasks across a broad range of supported hardware and drivers, including all DirectX 12-capable GPUs from vendors such as AMD, Intel, NVIDIA, and Qualcomm.","['C++', 'Python', 'C', 'CMake', 'PowerShell', 'Shell']",326,2538,215,4,46,0,https://github.com/microsoft/DirectML
michaelgutmann ml-pen-and-paper-exercises,Pen and paper exercises in machine learning,"['TeX', 'Other']",208,2523,27,3,8,0,https://github.com/michaelgutmann/ml-pen-and-paper-exercises
FeatureBaseDB featurebase,"A crazy fast analytical database, built on bitmaps. Perfect for ML applications. Learn more at: http://docs.featurebase.com/. Start a Docker instance: https://hub.docker.com/r/featurebasedb/featurebase","['Go', 'TypeScript', 'JavaScript', 'Shell', 'Makefile', 'SCSS', 'Other']",232,2523,5576,2,52,39,https://github.com/FeatureBaseDB/featurebase
lukas ml-class,Machine learning lessons and teaching projects designed for engineers,"['Jupyter Notebook', 'Python', 'Other']",1180,2511,643,6,14,0,https://github.com/lukas/ml-class
virginiakm1988 ML2022-Spring,**Official** 李宏毅 (Hung-yi Lee) 機器學習 Machine Learning 2022 Spring,['Jupyter Notebook'],551,2505,61,1,15,0,https://github.com/virginiakm1988/ML2022-Spring
jiqizhixin ML-Tutorial-Experiment,Coding the Machine Learning Tutorial for Learning to Learn,"['Jupyter Notebook', 'Python']",728,2504,71,0,3,0,https://github.com/jiqizhixin/ML-Tutorial-Experiment
mlua-rs mlua,High level Lua 5.4/5.3/5.2/5.1 (including LuaJIT) and Luau bindings to Rust with async/await support,"['Rust', 'Other']",187,2476,1791,7,42,20,https://github.com/mlua-rs/mlua
paulpierre RasaGPT,"💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","['Python', 'Makefile', 'Shell', 'Dockerfile']",254,2452,30,3,6,0,https://github.com/paulpierre/RasaGPT
GoogleCloudPlatform asl-ml-immersion,This repos contains notebooks for the Advanced Solutions Lab: ML Immersion,"['Jupyter Notebook', 'Python', 'Shell', 'HTML', 'Dockerfile', 'Makefile']",1419,2451,2068,18,20,4,https://github.com/GoogleCloudPlatform/asl-ml-immersion
DorsaRoh Machine-Learning,ML from scratch,"['Jupyter Notebook', 'Python']",200,2430,107,2,0,0,https://github.com/DorsaRoh/Machine-Learning
mfrdixon ML_Finance_Codes,Machine Learning in Finance: From Theory to Practice Book,"['Jupyter Notebook', 'Other']",625,2429,249,0,3,0,https://github.com/mfrdixon/ML_Finance_Codes
DarLiner Algorithm_Interview_Notes-Chinese,2018/2019/校招/春招/秋招/自然语言处理(NLP)/深度学习(Deep Learning)/机器学习(Machine Learning)/C/C++/Python/面试笔记，此外，还包括创建者看到的所有机器学习/深度学习面经中的问题。 除了其中 DL/ML 相关的，其他与算法岗相关的计算机知识也会记录。 但是不会包括如前端/测试/JAVA/Android等岗位中有关的问题。,"['Python', 'Jupyter Notebook', 'C++']",518,2402,505,0,7,0,https://github.com/DarLiner/Algorithm_Interview_Notes-Chinese
github CodeSearchNet,"Datasets, tools, and benchmarks for representation learning of code.","['Jupyter Notebook', 'Python', 'Other']",409,2396,286,0,52,0,https://github.com/github/CodeSearchNet
unslothai hyperlearn,"2-2000x faster ML algos, 50% less memory usage, works on all hardware - new and old.","['Jupyter Notebook', 'Python', 'Cython', 'C++', 'Makefile', 'Batchfile']",152,2345,264,1,4,0,https://github.com/unslothai/hyperlearn
ml-explore mlx-swift-examples,Examples using MLX Swift,"['Swift', 'Shell', 'Python']",345,2330,253,8,56,12,https://github.com/ml-explore/mlx-swift-examples
meltano meltano,"Meltano: the declarative code-first data integration engine that powers your wildest data and ML-powered product ideas. Say goodbye to writing, maintaining, and scaling your own API integrations.","['Python', 'Other']",189,2280,12393,12,138,92,https://github.com/meltano/meltano
plexe-ai plexe,✨ Build a machine learning model from a prompt,"['Python', 'HTML', 'Jinja', 'Jupyter Notebook']",219,2276,154,8,10,56,https://github.com/plexe-ai/plexe
salesforce TransmogrifAI,"TransmogrifAI (pronounced trăns-mŏgˈrə-fī) is an AutoML library for building modular, reusable, strongly typed machine learning workflows on Apache Spark with minimal hand-tuning","['Scala', 'Other']",400,2269,532,11,43,9,https://github.com/salesforce/TransmogrifAI
hesamsheikh ml-retreat,Machine Learning Journal for Intermediate to Advanced Topics.,"['Jupyter Notebook', 'Python']",245,2249,71,0,3,0,https://github.com/hesamsheikh/ml-retreat
gautamkrishnar nothing-private,Do you think you are safe using private browsing or incognito mode?. 😄 👿 This will prove that you're wrong. Previously hosted at nothingprivate.ml,"['JavaScript', 'HTML', 'Rich Text Format', 'CSS', 'PHP', 'Shell', 'Dockerfile']",157,2203,349,0,43,10,https://github.com/gautamkrishnar/nothing-private
microsoft Olive,"Olive: Simplify ML Model Finetuning, Conversion, Quantization, and Optimization for CPUs, GPUs and NPUs.","['Python', 'Jupyter Notebook', 'Other']",262,2202,1786,4,77,24,https://github.com/microsoft/Olive
arbox machine-learning-with-ruby,Curated list: Resources for machine learning in Ruby,['Ruby'],184,2200,193,2,19,0,https://github.com/arbox/machine-learning-with-ruby
chris-chris ml-engineer-roadmap,WIP: Roadmap to becoming a machine learning engineer in 2020,[],257,2199,19,0,2,0,https://github.com/chris-chris/ml-engineer-roadmap
b7leung MLE-Flashcards,"200+ detailed flashcards useful for reviewing topics in machine learning, computer vision, and computer science.",[],200,2192,22,2,2,0,https://github.com/b7leung/MLE-Flashcards
iver56 audiomentations,"A Python library for audio data augmentation. Useful for making audio ML models work well in the real world, not just in the lab.",['Python'],205,2186,1420,5,25,46,https://github.com/iver56/audiomentations
isl-org Open3D-ML,An extension of Open3D to address 3D Machine Learning tasks,"['Python', 'Shell']",351,2184,579,8,51,9,https://github.com/isl-org/Open3D-ML
RubixML ML,A high-level machine learning and deep learning library for the PHP language.,['PHP'],194,2178,2066,2,41,79,https://github.com/RubixML/ML
tensorflow tfx,TFX is an end-to-end platform for deploying production ML pipelines,"['Python', 'Other']",726,2170,5969,222,178,96,https://github.com/tensorflow/tfx
